,title,publication_date,cover_image
369,Transgender tapestry,2004,https://archive.org/services/img/transgendertapes1052unse
370,Transgender tapestry,2005,https://archive.org/services/img/transgendertapes1082unse
371,Ladylike,2005,https://archive.org/services/img/ladylike61unse
372,Ladylike,2005,https://archive.org/services/img/ladylike63unse
373,Ladylike,2005,https://archive.org/services/img/ladylike60unse
374,Transgender tapestry,2005,https://archive.org/services/img/transgendertapes1092unse
375,Ladylike,2005,https://archive.org/services/img/ladylike62unse
376,Ladylike,2006,https://archive.org/services/img/ladylike67unse
377,Ladylike,2006,https://archive.org/services/img/ladylike66unse
378,Ladylike,2006,https://archive.org/services/img/ladylike64unse
379,Transgender tapestry,2006,https://archive.org/services/img/transgendertapes1102unse
380,Ladylike,2006,https://archive.org/services/img/ladylike65unse
381,Ladylike,2007,https://archive.org/services/img/ladylike68unse
382,Ladylike,2007,https://archive.org/services/img/ladylike69unse
383,Ladylike,2007,https://archive.org/services/img/ladylike70unse
384,Ladylike,2007,https://archive.org/services/img/ladylike71unse
385,Transgender tapestry,2007,https://archive.org/services/img/transgendertapes1122unse
386,Transgender tapestry,2007,https://archive.org/services/img/transgendertapes113unse
387,Transgender tapestry,2007,https://archive.org/services/img/transgendertapes1112unse
388,Transgender tapestry,2008,https://archive.org/services/img/transgendertapes115unse
389,Transgender tapestry,2008,https://archive.org/services/img/transgendertapes114unse
390,F.M.I. Female mimics international,-,https://archive.org/services/img/fmifemalemimicsi2347unse
